GL000008.2:124681-154432	29751	570	0.5069	-0.123561374448
GL000009.2:56139-58376	2237	138	0.9101	-0.0228099132353
GL000009.2:59138-61890	2752	297	0.8169	0.0318397890356
GL000194.1:53589-115018	61429	726	0.7821	0.0784957209395
GL000194.1:53593-115055	61462	726	0.7821	0.0784957209395
GL000194.1:61676-115055	53379	516	0.8512	-0.171280406428
GL000195.1:37433-37534	101	0	0	0
GL000195.1:42938-49164	6226	258	0.4689	-0.0782535496697
GL000195.1:42938-86712	43774	690	0.9334	-0.0558721798311
GL000195.1:137963-174149	36186	594	0.7286	-0.303399946519
GL000195.1:143689-155213	11524	594	0.7286	-0.303399946519
GL000205.2:53623-63891	10268	633	0.5867	-0.0552614289155
GL000205.2:53623-63891	10268	633	0.5867	-0.0552614289155
GL000205.2:54163-63887	9724	633	0.5867	-0.0552614289155
GL000205.2:93049-93150	101	0	0	0
GL000205.2:123946-140747	16801	456	0.7449	0.0726879486474
GL000205.2:123995-140769	16774	456	0.7449	0.0726879486474
GL000205.2:129272-140769	11497	456	0.7449	0.0726879486474
GL000205.2:129350-140747	11397	456	0.7449	0.0726879486474
GL000205.2:129728-140744	11016	456	0.7449	0.0726879486474
GL000205.2:129747-140747	11000	456	0.7449	0.0726879486474
GL000205.2:129789-159687	29898	456	0.7449	0.0726879486474
GL000205.2:137503-140747	3244	306	0.9264	0.15781013335
GL000205.2:137503-140769	3266	306	0.9264	0.15781013335
GL000209.2:2843-11554	8711	552	0.4197	-0.282015084302
GL000209.2:6056-11521	5465	552	0.4197	-0.282015084302
GL000209.2:13876-27891	14015	429	0.8899	-0.0556743163497
GL000209.2:29980-44855	14875	603	0.4046	0.0147687107001
GL000209.2:46834-56299	9465	456	0.7401	-0.0457390890015
GL000209.2:58557-72919	14362	348	0.6526	0.149086739315
GL000209.2:74866-85943	11077	423	0.8214	-0.0902725564748
GL000209.2:75261-85741	10480	423	0.8214	-0.0902725564748
GL000209.2:91107-104511	13404	555	0.5397	0.00905862416939
GL000209.2:106542-137267	30725	654	0.4518	0.162344371329
GL000209.2:106756-121079	14323	609	0.709	-0.0324214410858
GL000209.2:123237-137319	14082	654	0.4518	0.162344371329
GL000209.2:139697-151260	11563	564	0.4068	0.102607534463
GL000209.2:162304-167842	5538	456	0.7037	-0.0472026477228
GL000209.2:162525-167156	4631	456	0.7037	-0.0472026477228
GL000209.2:174852-175165	313	234	0.941	0.0510778114831
GL000213.1:108006-139655	31649	537	1.1482	0.094264270582
GL000213.1:123982-139659	15677	537	1.1482	0.094264270582
GL000213.1:127839-127946	107	72	1.0052	-0.273421760696
GL000214.1:39530-59352	19822	354	0.7253	-0.131739906213
GL000214.1:50468-59352	8884	354	0.7253	-0.131739906213
GL000214.1:122231-135209	12978	450	0.8415	-0.0204270297517
GL000214.1:122231-135211	12980	450	0.8415	-0.0204270297517
GL000214.1:122434-135212	12778	450	0.8415	-0.0204270297517
GL000214.1:122450-135211	12761	450	0.8415	-0.0204270297517
GL000214.1:128533-135212	6679	450	0.8415	-0.0204270297517
GL000216.2:93196-93309	113	0	0	0
GL000218.1:38784-97452	58668	696	0.6902	0.0766810743783
GL000218.1:51866-54893	3027	276	0.4576	-0.361196202961
GL000219.1:54223-83311	29088	459	0.8468	0.0543650168989
GL000219.1:54223-99663	45440	504	0.6509	0.149666992702
GL000219.1:74009-99663	25654	504	0.6509	0.149666992702
GL000219.1:74371-99649	25278	504	0.6509	0.149666992702
GL000219.1:77509-99641	22132	495	0.7334	0.165232877325
GL000219.1:77613-99663	22050	504	0.6509	0.149666992702
GL000220.1:81698-161802	80104	2733	0.5905	-0.457343010769
GL000220.1:95220-118179	22959	831	0.4085	-0.279351482299
GL000220.1:95220-161802	66582	2733	0.5905	-0.457343010769
GL000220.1:105286-105376	90	66	1.044	-0.0408059757844
GL000220.1:109088-154991	45903	2733	0.5905	-0.457343010769
GL000220.1:109088-154991	45903	2733	0.5905	-0.457343010769
GL000220.1:109088-155010	45922	2733	0.5905	-0.457343010769
GL000220.1:109088-155195	46107	2733	0.5905	-0.457343010769
GL000220.1:109089-154903	45814	2733	0.5905	-0.457343010769
GL000220.1:109138-155241	46103	2733	0.5905	-0.457343010769
GL000220.1:112024-112177	153	30	0.6853	0.0540341358564
GL000220.1:113227-115480	2253	159	0.7946	-0.0431778243139
GL000220.1:113227-159461	46234	2733	0.5905	-0.457343010769
GL000220.1:113227-159462	46235	2733	0.5905	-0.457343010769
GL000220.1:113227-159462	46235	2733	0.5905	-0.457343010769
GL000220.1:113327-159461	46134	2733	0.5905	-0.457343010769
GL000220.1:113327-159466	46139	2733	0.5905	-0.457343010769
GL000220.1:113333-159462	46129	2733	0.5905	-0.457343010769
GL000220.1:113333-159462	46129	2733	0.5905	-0.457343010769
GL000220.1:113353-159461	46108	2733	0.5905	-0.457343010769
GL000220.1:113353-159461	46108	2733	0.5905	-0.457343010769
GL000220.1:116835-118179	1344	168	0.9632	0.0908528318446
GL000220.1:116851-161802	44951	2733	0.5905	-0.457343010769
GL000220.1:116858-161802	44944	2733	0.5905	-0.457343010769
GL000220.1:149258-149348	90	66	1.044	-0.0408059757844
GL000220.1:155996-156149	153	30	0.6853	0.0540341358564
GL000220.1:157199-159462	2263	159	0.7946	-0.0431778243139
GL000220.1:157199-159462	2263	159	0.7946	-0.0431778243139
GL000220.1:157199-159462	2263	159	0.7946	-0.0431778243139
GL000221.1:4223-80027	75804	2046	0.8251	0.0191010353196
GL000221.1:39464-40175	711	207	0.8055	-0.049674005321
GL000224.1:5-6765	6760	450	0.903	-0.0118972844807
GL000225.1:183251-183364	113	9	0.3564	0.287947439422
GL000250.2:49217-49589	372	117	0.9925	-0.00624221590243
GL000250.2:103453-104591	1138	231	0.9334	0.0836996116456
GL000250.2:125208-128934	3726	261	1.1053	0.200568446661
GL000250.2:126999-127631	632	261	1.1053	0.200568446661
GL000250.2:154415-155490	1075	177	0.9177	-0.131386077076
GL000250.2:162113-162906	793	204	0.8145	-0.0688403777429
